Date;Time;GID;Station;Gradosx;minx;segx;Northing;Gradosy;miny;segy;Easting;altitude;frec;channel;dial;Azimuth;species
01/19/17;6:57;9;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.254;B;10;NA;Dendrocolaptes picumnus
01/19/17;7:02;9;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.195;B;4;NA;Momotus aequatorialis
01/19/17;7:05;9;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.335;C;2;160;Momotus aequatorialis
01/19/17;7:08;9;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.325;C;1;NA;Arremon brunneinucha
01/19/17;7:12;9;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.135;A;14;148;Aulacorhynchus haematopygus
01/19/17;7:30;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.015;A;1;NA;Myadestes ralloides
01/19/17;7:33;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;7:34;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.025;A;3;166;Syndactila subalaris
01/19/17;7:37;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.165;B;1;120;Eubucco bourcierii
01/19/17;7:42;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.254;B;10;158;Dendrocolaptes picumnus
01/19/17;7:48;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.195;B;4;352;Momotus aequatorialis
01/19/17;7:54;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.335;C;2;NA;Momotus aequatorialis
01/19/17;7:56;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.325;C;1;NA;Arremon brunneinucha
01/19/17;7:58;9;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.135;A;14;120;Aulacorhynchus haematopygus
01/19/17;7:30;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;NA;Myadestes ralloides
01/19/17;7:33;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;7:34;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;90;Syndactila subalaris
01/19/17;7:37;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;118;Eubucco bourcierii
01/19/17;7:42;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;110;Dendrocolaptes picumnus
01/19/17;7:48;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;346;Momotus aequatorialis
01/19/17;7:54;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;40;Momotus aequatorialis
01/19/17;7:56;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/19/17;7:58;9;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;126;Aulacorhynchus haematopygus
01/19/17;8:25;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.015;A;1;40;Myadestes ralloides
01/19/17;8:27;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.005;A;2;32;Myiarchus tuberculifer
01/19/17;8:29;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.025;A;3;NA;Syndactila subalaris
01/19/17;8:32;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.165;B;1;46;Eubucco bourcierii
01/19/17;8:34;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.254;B;10;30;Dendrocolaptes picumnus
01/19/17;8:38;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.195;B;4;28;Momotus aequatorialis
01/19/17;8:39;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.335;C;2;NA;Momotus aequatorialis
01/19/17;8:41;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.325;C;1;242;Arremon brunneinucha
01/19/17;8:43;10;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.135;A;14;42;Aulacorhynchus haematopygus
01/19/17;8:25;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.015;A;1;NA;Myadestes ralloides
01/19/17;8:27;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;8:29;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.025;A;3;NA;Syndactila subalaris
01/19/17;8:32;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.165;B;1;78;Eubucco bourcierii
01/19/17;8:34;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.254;B;10;13;Dendrocolaptes picumnus
01/19/17;8:38;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.195;B;4;NA;Momotus aequatorialis
01/19/17;8:39;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.335;C;2;NA;Momotus aequatorialis
01/19/17;8:41;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.325;C;1;282;Arremon brunneinucha
01/19/17;8:43;10;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.135;A;14;NA;Aulacorhynchus haematopygus
01/19/17;9:11;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.015;A;1;64;Myadestes ralloides
01/19/17;9:13;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;9:15;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.025;A;3;NA;Syndactila subalaris
01/19/17;9:18;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.165;B;1;272;Eubucco bourcierii
01/19/17;9:20;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.254;B;10;NA;Dendrocolaptes picumnus
01/19/17;9:24;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.195;B;4;NA;Momotus aequatorialis
01/19/17;9:46;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.335;C;2;NA;Momotus aequatorialis
01/19/17;9:47;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.325;C;1;NA;Arremon brunneinucha
01/19/17;9:49;10;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.135;A;14;NA;Aulacorhynchus haematopygus
01/19/17;9:11;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;NA;Myadestes ralloides
01/19/17;9:13;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;9:15;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;NA;Syndactila subalaris
01/19/17;9:18;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;70;Eubucco bourcierii
01/19/17;9:20;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;58;Dendrocolaptes picumnus
01/19/17;9:24;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;80;Momotus aequatorialis
01/19/17;9:46;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;13;Momotus aequatorialis
01/19/17;9:47;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/19/17;9:49;10;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;70;Aulacorhynchus haematopygus
01/19/17;10:07;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.015;A;1;NA;Myadestes ralloides
01/19/17;10:10;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.005;A;2;8;Myiarchus tuberculifer
01/19/17;10:12;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.025;A;3;NA;Syndactila subalaris
01/19/17;10:14;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.165;B;1;318;Eubucco bourcierii
01/19/17;10:17;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.254;B;10;NA;Dendrocolaptes picumnus
01/19/17;10:20;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.195;B;4;310;Momotus aequatorialis
01/19/17;10:22;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.335;C;2;26;Momotus aequatorialis
01/19/17;10:28;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.325;C;1;NA;Arremon brunneinucha
01/19/17;10:50;10;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.135;A;14;350;Aulacorhynchus haematopygus
01/19/17;10:07;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.015;A;1;NA;Myadestes ralloides
01/19/17;10:10;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.005;A;2;20;Myiarchus tuberculifer
01/19/17;10:12;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.025;A;3;NA;Syndactila subalaris
01/19/17;10:14;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.165;B;1;346;Eubucco bourcierii
01/19/17;10:17;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.254;B;10;NA;Dendrocolaptes picumnus
01/19/17;10:20;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.195;B;4;20;Momotus aequatorialis
01/19/17;10:22;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.335;C;2;42;Momotus aequatorialis
01/19/17;10:28;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.325;C;1;NA;Arremon brunneinucha
01/19/17;10:50;10;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.135;A;14;318;Aulacorhynchus haematopygus
01/19/17;15:28;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.015;A;1;NA;Myadestes ralloides
01/19/17;15:30;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;15:34;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.025;A;3;NA;Syndactila subalaris
01/19/17;15:36;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.165;B;1;NA;Eubucco bourcierii
01/19/17;15:38;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.254;B;10;108;Dendrocolaptes picumnus
01/19/17;15:39;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.195;B;4;NA;Momotus aequatorialis
01/19/17;15:42;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.335;C;2;42;Momotus aequatorialis
01/19/17;15:45;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.325;C;1;NA;Arremon brunneinucha
01/19/17;15:50;11;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.135;A;14;304;Aulacorhynchus haematopygus
01/19/17;15:28;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.015;A;1;NA;Myadestes ralloides
01/19/17;15:30;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.005;A;2;NA;Myiarchus tuberculifer
01/19/17;15:34;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.025;A;3;NA;Syndactila subalaris
01/19/17;15:36;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.165;B;1;NA;Eubucco bourcierii
01/19/17;15:38;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.254;B;10;150;Dendrocolaptes picumnus
01/19/17;15:39;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.195;B;4;NA;Momotus aequatorialis
01/19/17;15:42;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.335;C;2;NA;Momotus aequatorialis
01/19/17;15:45;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.325;C;1;NA;Arremon brunneinucha
01/19/17;15:50;11;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.135;A;14;230;Aulacorhynchus haematopygus
01/20/17;6:37;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.015;A;1;NA;Myadestes ralloides
01/20/17;6:40;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.005;A;2;72;Myiarchus tuberculifer
01/20/17;6:45;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.025;A;3;200;Syndactila subalaris
01/20/17;6:48;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.165;B;1;118;Eubucco bourcierii
01/20/17;6:50;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;6:54;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.195;B;4;74;Momotus aequatorialis
01/20/17;6:59;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.335;C;2;NA;Momotus aequatorialis
01/20/17;7:01;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.325;C;1;NA;Arremon brunneinucha
01/20/17;7:03;12;E7;4;38;18.8;4.638555556;75;32;50;-74.45277778;2001;150.135;A;14;NA;Aulacorhynchus haematopygus
01/20/17;6:37;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.015;A;1;NA;Myadestes ralloides
01/20/17;6:40;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.005;A;2;122;Myiarchus tuberculifer
01/20/17;6:45;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.025;A;3;194;Syndactila subalaris
01/20/17;6:48;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.165;B;1;150;Eubucco bourcierii
01/20/17;6:50;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.254;B;10;144;Dendrocolaptes picumnus
01/20/17;6:54;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.195;B;4;124;Momotus aequatorialis
01/20/17;6:59;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.335;C;2;156;Momotus aequatorialis
01/20/17;7:01;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.325;C;1;NA;Arremon brunneinucha
01/20/17;7:03;12;E1;4;38;24.2;4.640055556;75;32;50;-74.45277778;1942;150.135;A;14;168;Aulacorhynchus haematopygus
01/20/17;7:18;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.015;A;1;NA;Myadestes ralloides
01/20/17;7:21;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;7:24;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.025;A;3;120;Syndactila subalaris
01/20/17;7:28;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.165;B;1;NA;Eubucco bourcierii
01/20/17;7:30;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;7:32;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.195;B;4;NA;Momotus aequatorialis
01/20/17;7:33;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.335;C;2;NA;Momotus aequatorialis
01/20/17;7:36;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.325;C;1;NA;Arremon brunneinucha
01/20/17;7:38;12;E8;4;38;17.7;4.63825;75;32;50;-74.45277778;1997;150.135;A;14;128;Aulacorhynchus haematopygus
01/20/17;7:18;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;72;Myadestes ralloides
01/20/17;7:21;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;68;Myiarchus tuberculifer
01/20/17;7:24;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;64;Syndactila subalaris
01/20/17;7:28;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;52;Eubucco bourcierii
01/20/17;7:30;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;7:32;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;NA;Momotus aequatorialis
01/20/17;7:33;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;NA;Momotus aequatorialis
01/20/17;7:36;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/20/17;7:38;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;100;Aulacorhynchus haematopygus
01/20/17;8:05;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;NA;Myadestes ralloides
01/20/17;8:10;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;8:13;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;26;Syndactila subalaris
01/20/17;8:15;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;84;Eubucco bourcierii
01/20/17;8:22;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;64;Dendrocolaptes picumnus
01/20/17;8:25;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;20;Momotus aequatorialis
01/20/17;8:29;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;28;Momotus aequatorialis
01/20/17;8:30;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/20/17;8:31;12;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;32;Aulacorhynchus haematopygus
01/20/17;8:05;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;NA;Myadestes ralloides
01/20/17;8:10;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;8:13;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;52;Syndactila subalaris
01/20/17;8:15;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;124;Eubucco bourcierii
01/20/17;8:22;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;150;Dendrocolaptes picumnus
01/20/17;8:25;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;4;Momotus aequatorialis
01/20/17;8:29;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;12;Momotus aequatorialis
01/20/17;8:30;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/20/17;8:31;12;E2;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;154;Aulacorhynchus haematopygus
01/20/17;10:00;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.015;A;1;NA;Myadestes ralloides
01/20/17;10:05;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;10:09;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.025;A;3;50;Syndactila subalaris
01/20/17;10:11;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.165;B;1;64;Eubucco bourcierii
01/20/17;10:13;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.254;B;10;24;Dendrocolaptes picumnus
01/20/17;10:15;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.195;B;4;36;Momotus aequatorialis
01/20/17;10:17;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.335;C;2;NA;Momotus aequatorialis
01/20/17;10:19;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.325;C;1;230;Arremon brunneinucha
01/20/17;10:21;13;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.135;A;14;72;Aulacorhynchus haematopygus
01/20/17;10:00;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.015;A;1;NA;Myadestes ralloides
01/20/17;10:05;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;10:09;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.025;A;3;NA;Syndactila subalaris
01/20/17;10:11;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.165;B;1;NA;Eubucco bourcierii
01/20/17;10:13;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;10:15;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.195;B;4;NA;Momotus aequatorialis
01/20/17;10:17;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.335;C;2;NA;Momotus aequatorialis
01/20/17;10:19;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.325;C;1;264;Arremon brunneinucha
01/20/17;10:21;13;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.135;A;14;NA;Aulacorhynchus haematopygus
01/20/17;11:04;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.015;A;1;NA;Myadestes ralloides
01/20/17;11:06;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.005;A;2;360;Myiarchus tuberculifer
01/20/17;11:12;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.025;A;3;NA;Syndactila subalaris
01/20/17;11:14;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.165;B;1;316;Eubucco bourcierii
01/20/17;11:18;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.254;B;10;208;Dendrocolaptes picumnus
01/20/17;11:21;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.195;B;4;314;Momotus aequatorialis
01/20/17;11:26;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.335;C;2;58;Momotus aequatorialis
01/20/17;11:28;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.325;C;1;NA;Arremon brunneinucha
01/20/17;11:30;13;E4;4;38;3.9;4.634416667;75;32;50;-74.45277778;2117;150.135;A;14;302;Aulacorhynchus haematopygus
01/20/17;11:04;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.015;A;1;NA;Myadestes ralloides
01/20/17;11:06;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;11:12;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.025;A;3;NA;Syndactila subalaris
01/20/17;11:14;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.165;B;1;226;Eubucco bourcierii
01/20/17;11:18;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.254;B;10;156;Dendrocolaptes picumnus
01/20/17;11:21;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.195;B;4;214;Momotus aequatorialis
01/20/17;11:26;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.335;C;2;NA;Momotus aequatorialis
01/20/17;11:28;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.325;C;1;NA;Arremon brunneinucha
01/20/17;11:30;13;E5;4;38;10.5;4.63625;75;32;50;-74.45277778;2090;150.135;A;14;154;Aulacorhynchus haematopygus
01/20/17;11:42;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.015;A;1;160;Myadestes ralloides
01/20/17;11:43;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.005;A;2;222;Myiarchus tuberculifer
01/20/17;11:44;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.025;A;3;NA;Syndactila subalaris
01/20/17;11:45;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.165;B;1;320;Eubucco bourcierii
01/20/17;11:48;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.254;B;10;178;Dendrocolaptes picumnus
01/20/17;11:51;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.195;B;4;286;Momotus aequatorialis
01/20/17;11:55;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.335;C;2;154;Momotus aequatorialis
01/20/17;11:59;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.325;C;1;NA;Arremon brunneinucha
01/20/17;12:04;13;E12;4;38;7.1;4.635305556;75;32;50;-74.45277778;2097;150.135;A;14;220;Aulacorhynchus haematopygus
01/20/17;11:42;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.015;A;1;NA;Myadestes ralloides
01/20/17;11:43;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.005;A;2;14;Myiarchus tuberculifer
01/20/17;11:44;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.025;A;3;NA;Syndactila subalaris
01/20/17;11:45;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.165;B;1;322;Eubucco bourcierii
01/20/17;11:48;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.254;B;10;320;Dendrocolaptes picumnus
01/20/17;11:51;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.195;B;4;10;Momotus aequatorialis
01/20/17;11:55;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.335;C;2;8;Momotus aequatorialis
01/20/17;11:59;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.325;C;1;NA;Arremon brunneinucha
01/20/17;12:04;13;E6;4;38;59.3;4.649805556;75;32;50;-74.45277778;2141;150.135;A;14;332;Aulacorhynchus haematopygus
01/20/17;16:03;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.015;A;1;NA;Myadestes ralloides
01/20/17;16:05;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.005;A;2;50;Myiarchus tuberculifer
01/20/17;16:06;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.025;A;3;NA;Syndactila subalaris
01/20/17;16:08;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.165;B;1;24;Eubucco bourcierii
